Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
ceramic coating car wash,https://www.uniqueautoinc.ca/are-car-washes-bad-for-ceramic-coating/,"transactional,navigational,commercial","ai_overview,people_also_ask,discussions_and_forums,video,related_searches,google_reviews,knowledge_graph,images",90,0,0.53,17,0,0.99,HIGH,13200000,2025-11-12 16:27:27 +00:00,,,,,,430.90,33.80,2.90,2.70,6.30,3.90,0.44,1.86
ppf and ceramic coating,https://www.uniqueautoinc.ca/can-i-put-ppf-on-ceramic-coating/,transactional,"people_also_ask,discussions_and_forums,video,images,related_searches",50,0,1.84,17,0,0.81,HIGH,4710000,2025-10-29 06:54:35 +00:00,,,,,,358.60,44.60,17.00,16.90,21.50,8.10,1.00,3.87
car detailing markham,https://www.uniqueautoinc.ca/car-detailing-markham/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",1300,0,2.12,18,4,0.48,MEDIUM,3610000,2025-11-18 08:12:10 +00:00,,,,,,193.90,62.00,11.70,11.00,20.10,11.40,0.67,2.12
a one window tinting,https://www.uniqueautoinc.ca/,"navigational,commercial","ai_overview,people_also_ask,related_searches,knowledge_graph,google_reviews,images",110,1,,18,0,0.04,LOW,9740000,2025-11-30 12:01:49 +00:00,54.00,29.00,34.00,33.00,44.00,779.60,30.10,19.50,18.40,46.00,38.70,,
tinted windows shop,https://www.uniqueautoinc.ca/,"transactional,navigational","local_pack,people_also_ask,popular_products,video,related_searches",90,0,4.60,18,0,0.22,LOW,15100000,2025-10-20 05:10:29 +00:00,54.00,29.00,34.00,33.00,44.00,378.90,46.80,6.80,6.60,579.40,573.10,0.93,2.29
best automobile window tinting,https://www.uniqueautoinc.ca/window-tinting/,"commercial,navigational,transactional","local_pack,people_also_ask,discussions_and_forums,video,popular_products,related_searches",70,14,3.06,18,0,0.92,HIGH,11100000,2025-10-24 01:55:12 +00:00,11.00,3.00,3.00,3.00,3.00,370.50,139.60,46.60,45.00,121.10,98.10,0.59,2.25
markham auto detailing,https://www.uniqueautoinc.ca/car-detailing-markham/,"navigational,commercial","local_pack,people_also_search,related_searches",1300,0,2.12,19,3,0.48,MEDIUM,1040000,2025-11-11 12:39:27 +00:00,,,,,,164.40,84.50,14.60,13.70,24.90,12.50,0.67,2.12
tinting in brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,navigational,"local_pack,people_also_ask,people_also_search,related_searches,images",320,0,2.33,19,0,0.80,HIGH,729000,2025-12-13 03:09:16 +00:00,,,,,,201.10,55.60,20.20,19.10,48.10,40.20,0.64,3.14
tt auto beauty,https://www.uniqueautoinc.ca/,"transactional,navigational","related_searches,knowledge_graph,google_reviews,third_party_reviews,images",170,0,6.89,19,0,0.13,LOW,30200000,2025-12-17 17:54:58 +00:00,54.00,29.00,34.00,33.00,44.00,570.50,40.10,2.00,1.70,6.10,2.70,0.68,3.19
car window tinting in brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",110,0,2.33,19,0,0.93,HIGH,77500,2025-12-20 13:54:40 +00:00,,,,,,296.00,77.10,20.80,19.60,51.10,42.40,0.91,3.41
different tinting levels,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"images,ai_overview,people_also_ask,video,related_searches",90,0,0.62,19,0,0.19,LOW,2920000,2025-11-10 15:52:10 +00:00,,,,,,280.80,29.00,4.30,2.70,6.90,4.10,,
fenix 360 auto,https://www.uniqueautoinc.ca/,transactional,"people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,people_also_search,images",90,7,,19,0,0.02,LOW,5530000,2025-11-10 14:12:54 +00:00,54.00,29.00,34.00,33.00,44.00,562.70,84.20,18.40,14.00,88.60,85.40,,
unique ridez,https://www.uniqueautoinc.ca/,"informational,commercial","related_searches,google_reviews,knowledge_graph,images",50,0,,19,0,0.01,LOW,368000,2025-10-25 20:08:13 +00:00,54.00,29.00,34.00,33.00,44.00,,,,,,,,
window tint levels for cars,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,transactional","ai_overview,images,people_also_ask,discussions_and_forums,video,popular_products,related_searches",50,0,1.04,19,0,0.52,MEDIUM,18900000,2025-10-24 18:11:14 +00:00,,,,,,289.70,45.10,4.30,4.30,11.50,6.10,0.30,2.10
auto detailers toronto,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,commercial","local_pack,people_also_search,related_searches",3600,20,3.04,20,8,0.47,MEDIUM,77000,2025-11-09 00:05:49 +00:00,,,,,,128.90,176.80,60.30,55.10,121.70,60.80,0.86,4.46
window tinting in brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",720,3,3.06,20,1,0.74,HIGH,341000,2025-11-08 20:28:19 +00:00,,,,,,306.80,91.80,20.30,19.20,48.20,40.30,0.78,3.03
best auto detailers near me,https://www.uniqueautoinc.ca/automotive-detailing/,"transactional,navigational","local_pack,people_also_ask,related_searches",480,7,2.17,20,1,0.77,HIGH,1210000000,2025-12-15 13:43:41 +00:00,10.00,3.00,3.00,3.00,3.00,267.50,118.80,51.10,49.20,154.90,95.60,0.65,2.54
tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,navigational,"local_pack,people_also_ask,related_searches,images",320,0,2.33,20,0,0.80,HIGH,906000,2025-12-13 03:09:28 +00:00,,,,,,256.10,55.60,20.20,19.10,48.10,40.20,0.64,3.14
car window tint brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,video,related_searches",110,3,2.33,20,0,0.93,HIGH,151000,2025-11-28 22:38:30 +00:00,,,,,,306.20,92.60,20.30,19.20,48.20,40.30,0.91,3.41
hamilton car window tinting,https://www.uniqueautoinc.ca/ceramic-coating-hamilton-ontario/,"navigational,transactional,commercial","local_pack,people_also_search,related_searches,images",70,0,1.93,20,0,0.76,HIGH,376000,2025-11-10 14:05:12 +00:00,,,,,,181.30,90.90,23.00,20.80,66.40,53.10,0.94,2.46
tint king scarborough,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,people_also_search,related_searches,google_reviews,knowledge_graph,images",70,0,4.98,20,0,0.45,MEDIUM,244000,2025-11-16 09:35:27 +00:00,54.00,29.00,34.00,33.00,44.00,410.70,38.20,27.30,26.00,58.80,37.50,0.89,4.22
auto tint brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",720,2,3.06,21,1,0.74,HIGH,254000,2025-11-08 23:10:28 +00:00,,,,,,299.30,90.00,20.00,18.90,47.80,40.10,0.78,3.03
auto tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",720,4,3.06,21,1,0.74,HIGH,107000,2025-11-18 16:58:14 +00:00,,,,,,231.20,105.30,39.40,37.20,94.90,71.70,0.78,3.03
tint in brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,navigational,"local_pack,people_also_search,people_also_ask,related_searches,images",320,0,2.33,21,0,0.80,HIGH,816000,2025-11-19 10:36:21 +00:00,,,,,,186.80,94.60,25.00,23.80,60.80,46.70,0.64,3.14
showroom shine,https://www.uniqueautoinc.ca/tips-for-automotive-detailing/,"transactional,navigational","local_pack,video,people_also_ask,popular_products,related_searches,images",260,0,0.14,21,0,0.12,LOW,51600000,2025-11-24 04:32:40 +00:00,,,,,,246.90,12.50,0.60,0.60,0.60,0.50,0.74,3.62
exclusive detailing,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",70,0,,21,0,0.07,LOW,923000000,2025-12-02 18:53:24 +00:00,,,,,,503.20,14.20,5.80,5.50,8.60,6.70,,
quality tint,https://www.uniqueautoinc.ca/,"navigational,transactional","people_also_ask,popular_products,related_searches,knowledge_graph,google_reviews,images",70,0,2.14,21,0,0.29,LOW,93200000,2025-11-11 03:37:52 +00:00,54.00,29.00,34.00,33.00,44.00,341.60,66.10,14.20,13.80,19.00,11.40,,
quality tints,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",70,6,2.14,21,0,0.29,LOW,12500000,2025-11-11 03:31:03 +00:00,54.00,29.00,34.00,33.00,44.00,370.30,99.70,36.10,34.60,89.30,71.90,,
what is ceramic coating on cars,https://www.uniqueautoinc.ca/ceramic-coating/,"commercial,informational","featured_snippet,people_also_ask,video,related_searches",70,26,1.34,21,0,0.30,LOW,13700000,2025-10-24 21:55:47 +00:00,10.00,5.00,4.00,4.00,5.00,492.90,169.10,54.50,53.00,79.50,45.80,0.04,1.28
ceramic coatings for automobiles,https://www.uniqueautoinc.ca/ceramic-coating/,commercial,"local_pack,people_also_ask,people_also_search,video,popular_products,related_searches,images",2900,11,2.26,22,6,0.99,HIGH,25000000,2025-11-17 23:08:17 +00:00,10.00,5.00,4.00,4.00,5.00,458.40,114.00,84.50,83.20,866.40,746.30,0.58,2.97
markham detailing,https://www.uniqueautoinc.ca/car-detailing-markham/,"navigational,commercial","local_pack,related_searches",1300,0,2.12,22,2,0.48,MEDIUM,1650000,2025-12-04 11:26:17 +00:00,,,,,,184.70,84.30,14.60,13.70,24.90,12.50,0.67,2.12
car tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,discussions_and_forums,people_also_ask,related_searches,images",720,3,3.06,22,1,0.74,HIGH,176000,2025-11-18 17:04:57 +00:00,,,,,,344.30,90.70,20.00,18.90,47.80,40.10,0.78,3.03
lights out tint,https://www.uniqueautoinc.ca/,"transactional,commercial","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",170,0,,22,0,0.10,LOW,46500000,2025-12-18 05:02:52 +00:00,54.00,29.00,34.00,33.00,44.00,504.60,29.20,7.60,7.50,9.00,5.00,1.06,4.06
car tinted near me prices,https://www.uniqueautoinc.ca/,"transactional,commercial","local_pack,people_also_ask,people_also_search,related_searches",90,0,2.08,22,0,1.00,HIGH,23500000,2025-11-12 16:53:55 +00:00,54.00,29.00,34.00,33.00,44.00,262.60,29.10,8.80,8.60,14.90,7.40,0.69,2.07
showroom shine detailing,https://www.uniqueautoinc.ca/tips-for-automotive-detailing/,"navigational,transactional","local_pack,video,people_also_ask,popular_products,related_searches,images",90,0,,22,0,0.06,LOW,3140000,2025-11-29 01:32:04 +00:00,,,,,,434.80,9.30,0.40,0.40,0.40,0.30,,
ceramic spray wax,https://www.uniqueautoinc.ca/can-you-use-spray-wax-on-ceramic-coating/,transactional,"ai_overview,popular_products,people_also_ask,video,discussions_and_forums,people_also_search,related_searches",70,0,0.30,22,0,0.94,HIGH,18600000,2025-12-03 08:11:30 +00:00,,,,,,467.90,11.60,0.50,0.50,0.60,0.40,0.16,0.98
car detailing scarborough,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,discussions_and_forums,related_searches",1600,0,1.66,23,3,0.69,HIGH,994000,2025-12-10 05:43:08 +00:00,54.00,29.00,34.00,33.00,44.00,168.10,64.70,9.20,8.70,12.80,5.80,0.56,1.77
1 up autoworks,https://www.uniqueautoinc.ca/,"navigational,commercial","related_searches,knowledge_graph,google_reviews,third_party_reviews,images",90,0,,23,0,0.04,LOW,4090000,2025-12-01 13:40:30 +00:00,52.00,24.00,35.00,34.00,41.00,636.10,31.00,5.20,5.00,8.40,6.00,,
car tints near me prices,https://www.uniqueautoinc.ca/,"transactional,commercial","popular_products,people_also_ask,people_also_search,related_searches,images",90,0,2.08,23,0,1.00,HIGH,6580000,2025-11-12 17:04:21 +00:00,54.00,29.00,34.00,33.00,44.00,277.70,73.50,24.60,23.30,60.50,43.30,0.69,2.07
headlight tinting near me,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,people_also_search,related_searches",70,0,1.39,23,0,0.92,HIGH,2160000,2025-10-22 17:48:14 +00:00,54.00,29.00,34.00,33.00,44.00,164.40,43.40,17.70,17.20,24.10,16.20,0.61,2.73
wheel detailing,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,"navigational,commercial","local_pack,people_also_ask,video,popular_products,related_searches,images",70,0,1.33,23,0,0.26,LOW,52000000,2025-11-11 01:36:42 +00:00,,,,,,452.90,9.20,0.10,0.10,0.40,0.40,0.88,1.84
window tint brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches,images",720,0,3.06,24,1,0.74,HIGH,311000,2025-12-07 05:07:26 +00:00,,,,,,281.60,69.30,20.00,18.90,47.80,40.10,0.78,3.03
tint brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,navigational,"local_pack,people_also_ask,people_also_search,related_searches,images",320,1,2.33,24,0,0.80,HIGH,795000,2025-12-13 03:09:12 +00:00,,,,,,269.40,86.20,29.70,28.40,66.80,50.10,0.64,3.14
inception automotive detailing,https://www.uniqueautoinc.ca/,"transactional,navigational","video,knowledge_graph,google_reviews,images",50,2,,24,0,0.02,LOW,1830000,2025-11-16 13:34:46 +00:00,54.00,29.00,34.00,33.00,44.00,722.70,42.70,7.10,6.90,42.80,16.20,,
quinte window tint,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",50,0,,24,0,0.04,LOW,23100,2025-10-29 02:45:54 +00:00,54.00,29.00,34.00,33.00,44.00,,,,,,,,
spraying ceramic coating,https://www.uniqueautoinc.ca/how-to-apply-turtle-wax-ceramic-spray-coating/,"commercial,transactional","video,people_also_ask,popular_products,carousel,people_also_search,related_searches",50,0,0.34,24,0,1.00,HIGH,27400000,2025-10-30 12:49:59 +00:00,,,,,,588.80,43.70,8.40,8.40,12.80,11.00,0.28,1.08
detailing markham,https://www.uniqueautoinc.ca/car-detailing-markham/,"commercial,navigational","local_pack,related_searches",1300,0,2.23,25,2,0.54,MEDIUM,13100000,2025-12-10 09:31:13 +00:00,,,,,,194.60,72.20,18.10,17.30,49.00,27.80,0.75,2.84
how long does it take to detail a car,https://www.uniqueautoinc.ca/how-long-does-it-take-to-detail-a-car/,informational,"ai_overview,people_also_ask,related_searches",140,0,,25,0,0.01,LOW,1350000000,2025-11-27 09:47:02 +00:00,,,,,,553.60,10.80,0.60,0.60,0.90,0.60,,
car tinting near me prices,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,people_also_search,related_searches,images",90,0,2.08,25,0,1.00,HIGH,3570000,2025-11-12 16:54:05 +00:00,54.00,29.00,34.00,33.00,44.00,243.20,35.90,19.70,18.60,46.20,38.70,0.69,2.07
ej auto tint,https://www.uniqueautoinc.ca/,transactional,"related_searches,third_party_reviews,google_reviews,knowledge_graph,images",90,0,0.99,25,0,0.25,LOW,536000,2025-11-12 16:00:10 +00:00,54.00,29.00,34.00,33.00,44.00,,,,,,,0.46,0.89
mr tint toronto,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,related_searches,google_reviews,knowledge_graph,images",90,0,2.73,25,0,0.44,MEDIUM,1110000,2025-11-10 04:58:18 +00:00,54.00,29.00,34.00,33.00,44.00,645.70,25.00,13.30,11.90,58.90,53.80,0.77,2.03
window tinting close to me,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",12100,0,2.68,26,25,0.45,MEDIUM,8760000,2025-12-08 16:41:18 +00:00,54.00,29.00,34.00,33.00,44.00,219.60,34.00,7.00,6.90,10.90,5.80,0.93,3.01
tint shop near me,https://www.uniqueautoinc.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",2400,18,3.00,26,5,0.57,MEDIUM,89600000,2025-11-17 23:43:33 +00:00,54.00,29.00,34.00,33.00,44.00,174.10,181.20,67.90,65.40,684.80,652.90,0.97,3.38
meguiar's gold class car wash,https://www.uniqueautoinc.ca/is-meguiars-gold-class-safe-for-ceramic-coating/,transactional,"popular_products,people_also_ask,video,images,people_also_search,related_searches",260,0,0.34,26,0,0.94,HIGH,421000,2025-11-24 07:51:10 +00:00,,,,,,567.80,15.90,1.20,1.20,2.00,1.80,0.30,1.00
intense auto,https://www.uniqueautoinc.ca/did-you-know/,transactional,"video,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",170,0,,26,0,0.06,LOW,409000000,2025-11-26 05:09:29 +00:00,,,,,,499.50,17.00,2.00,2.00,3.70,2.30,,
exclusive detail,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,commercial","local_pack,related_searches,images",70,0,,26,0,0.07,LOW,874000000,2025-12-02 18:53:15 +00:00,,,,,,400.10,34.80,6.30,6.00,9.50,7.30,,
first place tinting,https://www.uniqueautoinc.ca/,"navigational,commercial","people_also_ask,related_searches,google_reviews,knowledge_graph",70,4,,26,0,0.06,LOW,7690000,2025-11-10 13:45:55 +00:00,54.00,29.00,34.00,33.00,44.00,294.00,101.90,20.60,19.90,38.40,19.40,,
what is ceramic coating for cars,https://www.uniqueautoinc.ca/ceramic-coating/,"commercial,transactional","ai_overview,people_also_ask,video,related_searches,images",70,27,0.93,26,0,0.44,MEDIUM,59900000,2025-11-11 01:45:15 +00:00,10.00,5.00,4.00,4.00,5.00,504.40,184.20,62.80,60.90,89.70,47.30,0.02,1.59
what is ceramic coating on car,https://www.uniqueautoinc.ca/ceramic-coating/,"commercial,informational","ai_overview,people_also_ask,video,related_searches",70,26,1.34,26,0,0.30,LOW,26400000,2025-10-24 21:56:05 +00:00,10.00,5.00,4.00,4.00,5.00,404.00,160.40,48.50,47.30,75.60,48.90,0.04,1.28
ceramic for car,https://www.uniqueautoinc.ca/ceramic-coating/,"commercial,transactional","ai_overview,people_also_ask,popular_products,video,discussions_and_forums,related_searches,images",110,13,2.53,27,0,0.71,HIGH,139000000,2025-11-30 07:51:52 +00:00,10.00,5.00,4.00,4.00,5.00,412.70,127.00,102.70,100.90,892.30,755.60,1.38,3.86
privacy tint inc,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",110,0,,27,0,0.06,LOW,23700000,2025-11-09 09:35:12 +00:00,54.00,29.00,34.00,33.00,44.00,663.90,6.20,4.70,4.50,5.40,4.20,,
car window tinting in hamilton,https://www.uniqueautoinc.ca/ceramic-coating-hamilton-ontario/,"commercial,navigational","local_pack,discussions_and_forums,related_searches",70,10,1.93,27,0,0.76,HIGH,389000,2025-11-02 17:59:18 +00:00,,,,,,203.00,106.90,23.20,21.00,66.90,53.60,0.94,2.46
auto detailing toronto,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,commercial","local_pack,people_also_ask,video,people_also_search,related_searches",3600,21,3.04,28,7,0.47,MEDIUM,50200000,2025-11-03 13:34:46 +00:00,,,,,,143.20,173.20,53.90,49.10,111.40,61.30,0.86,4.46
tint express scarborough,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,video,people_also_search,related_searches,google_reviews,knowledge_graph,images",1900,0,3.53,28,3,0.12,LOW,116000,2025-12-10 02:38:59 +00:00,54.00,29.00,34.00,33.00,44.00,,,,,,,0.63,2.06
how long does car detailing take,https://www.uniqueautoinc.ca/how-long-does-it-take-to-detail-a-car/,informational,"ai_overview,people_also_ask,related_searches",70,0,,28,0,0.02,LOW,78500000,2025-12-02 13:42:42 +00:00,,,,,,478.70,6.60,0.40,0.40,0.70,0.50,,
tint places near me,https://www.uniqueautoinc.ca/,"navigational,informational","local_pack,people_also_ask,related_searches,images,people_also_search",260,0,3.44,29,0,0.73,HIGH,39700000,2025-12-16 18:00:41 +00:00,54.00,29.00,34.00,33.00,44.00,242.70,66.20,12.30,12.10,597.80,582.50,0.89,3.61
meguiars gold class car shampoo and conditioner,https://www.uniqueautoinc.ca/is-meguiars-gold-class-safe-for-ceramic-coating/,transactional,"popular_products,people_also_ask,discussions_and_forums,video,people_also_search,related_searches,images",90,0,0.32,29,0,0.90,HIGH,125000,2025-12-04 05:49:19 +00:00,,,,,,545.70,13.60,0.70,0.70,1.40,1.40,0.32,0.71
ceramic coating worth it,https://www.uniqueautoinc.ca/is-ceramic-coating-really-worth-it/,"transactional,commercial","discussions_and_forums,people_also_ask,video,images,related_searches",70,0,3.97,29,0,0.17,LOW,52100000,2025-12-03 08:11:54 +00:00,,,,,,403.80,63.80,13.30,13.30,26.10,17.00,0.08,2.36
unique auto body,https://www.uniqueautoinc.ca/did-you-know/,"navigational,commercial","local_pack,people_also_search,related_searches,images",170,0,1.38,30,0,0.12,LOW,167000000,2025-11-25 15:54:21 +00:00,,,,,,524.30,55.20,3.70,3.20,10.30,3.30,0.84,4.59
how to clean a car wheel,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,informational,"ai_overview,video,people_also_ask,discussions_and_forums,carousel,related_searches,images",170,0,0.44,31,0,0.94,HIGH,236000000,2025-12-13 22:24:07 +00:00,,,,,,464.50,30.90,1.30,1.20,15.90,15.00,0.09,0.81
meguiar's gold class car shampoo and conditioner,https://www.uniqueautoinc.ca/is-meguiars-gold-class-safe-for-ceramic-coating/,transactional,"discussions_and_forums,video,people_also_ask,popular_products,people_also_search,related_searches,images",90,0,0.16,31,0,0.81,HIGH,149000,2025-12-04 05:48:05 +00:00,,,,,,531.40,13.60,0.70,0.70,1.40,1.40,,
is ceramic coating worth it,https://www.uniqueautoinc.ca/is-ceramic-coating-really-worth-it/,"transactional,commercial","ai_overview,people_also_ask,discussions_and_forums,video,images,related_searches",590,0,2.75,32,1,0.15,LOW,53000000,2025-12-11 09:34:44 +00:00,,,,,,414.00,63.80,13.30,13.30,26.10,17.00,0.06,2.19
cleaning wheels and tires,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,transactional,"video,people_also_ask,popular_products,discussions_and_forums,related_searches",210,0,0.30,32,0,1.00,HIGH,31200000,2025-11-25 08:52:42 +00:00,,,,,,603.60,9.10,0.50,0.50,0.60,0.20,0.11,0.85
showroom shine auto detailing,https://www.uniqueautoinc.ca/tips-for-automotive-detailing/,"navigational,transactional","local_pack,people_also_ask,popular_products,related_searches,images",170,0,0.04,32,0,0.05,LOW,4690000,2025-11-27 01:15:20 +00:00,,,,,,379.30,9.30,0.40,0.40,0.40,0.30,,
rim coating,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,"commercial,transactional","ai_overview,local_pack,people_also_ask,video,popular_products,related_searches,images",70,0,0.30,32,0,1.00,HIGH,81600000,2025-12-01 23:35:58 +00:00,,,,,,217.60,29.60,5.90,5.70,14.70,6.30,0.47,3.09
auto bloggers,https://www.uniqueautoinc.ca/blogs/,navigational,"people_also_ask,related_searches",30,23,3.42,32,0,0.06,LOW,1850000000,2025-10-19 21:18:48 +00:00,,,,,,424.30,176.90,2718.50,2645.50,53069.80,39847.10,,
s class auto tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","people_also_ask,images,related_searches,third_party_reviews,google_reviews,knowledge_graph",480,0,0.73,33,1,0.08,LOW,23300,2025-11-20 18:24:19 +00:00,,,,,,695.00,3.20,0.10,0.10,0.60,0.00,0.60,1.03
mobile tinting window,https://www.uniqueautoinc.ca/window-tinting/,"commercial,transactional,navigational","local_pack,video,popular_products,people_also_search,people_also_ask,related_searches,images",170,0,1.75,33,0,0.80,HIGH,11000000,2025-11-07 11:23:27 +00:00,11.00,3.00,3.00,3.00,3.00,227.30,21.10,0.70,0.70,2.20,1.60,0.76,2.62
cleaning tires and rims,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,transactional,"ai_overview,video,people_also_ask,popular_products,discussions_and_forums,carousel,people_also_search,related_searches,images",70,0,0.33,33,0,1.00,HIGH,7000000,2025-12-03 05:34:26 +00:00,,,,,,500.90,27.60,1.30,1.20,15.80,14.80,0.20,1.12
protective film automotive,https://www.uniqueautoinc.ca/should-i-get-a-paint-protection-film-on-my-new-car/,"transactional,navigational","local_pack,video,popular_products,people_also_ask,related_searches",70,0,5.07,33,0,0.98,HIGH,55100000,2025-11-11 03:25:25 +00:00,,,,,,361.90,43.00,10.90,10.70,13.90,7.00,0.60,4.28
ppf self healing,https://www.uniqueautoinc.ca/paint-protection-film/,"transactional,commercial","ai_overview,video,people_also_ask,discussions_and_forums,scholarly_articles,related_searches,images",50,0,1.33,33,0,0.71,HIGH,1420000,2025-10-29 06:53:00 +00:00,11.00,5.00,5.00,4.00,5.00,442.30,56.40,13.20,12.80,24.70,16.40,0.47,2.35
cheap tinting windows near me,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,related_searches",210,0,2.86,34,0,0.98,HIGH,5960000,2025-12-13 20:14:04 +00:00,54.00,29.00,34.00,33.00,44.00,215.00,61.90,31.00,29.60,59.50,47.00,0.93,3.40
cleaning tires and wheels,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,transactional,"ai_overview,video,people_also_ask,discussions_and_forums,popular_products,carousel,local_pack,related_searches",210,0,0.33,34,0,1.00,HIGH,26700000,2025-11-12 05:37:17 +00:00,,,,,,583.70,9.00,0.50,0.50,0.60,0.20,0.16,0.94
car wheel cleaning,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,"commercial,navigational","ai_overview,video,people_also_ask,discussions_and_forums,carousel,local_pack,related_searches,images",140,0,0.33,34,0,0.83,HIGH,144000000,2025-11-27 17:14:16 +00:00,,,,,,590.50,14.40,1.00,1.00,1.50,0.50,0.15,0.81
how long does auto detailing take,https://www.uniqueautoinc.ca/how-long-does-it-take-to-detail-a-car/,informational,"ai_overview,people_also_ask,related_searches",140,0,,34,0,0.01,LOW,65300000,2025-11-27 09:58:03 +00:00,,,,,,474.50,6.60,0.40,0.40,0.70,0.50,,
tint and thingz,https://www.uniqueautoinc.ca/,"navigational,commercial","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",70,0,,34,0,0.05,LOW,82500,2025-11-13 21:41:46 +00:00,54.00,29.00,34.00,33.00,44.00,,,,,,,,
mike's auto tint,https://www.uniqueautoinc.ca/,"navigational,commercial","people_also_ask,images,related_searches,google_reviews,knowledge_graph",590,0,1.50,35,1,0.12,LOW,4690000,2025-12-11 08:50:36 +00:00,54.00,29.00,34.00,33.00,44.00,556.40,11.80,7.30,7.20,17.00,4.60,0.51,1.23
protective car film,https://www.uniqueautoinc.ca/paint-protection-film/,"transactional,commercial","people_also_ask,video,local_pack,people_also_search,popular_products,related_searches,images",590,9,3.74,35,1,1.00,HIGH,435000000,2025-11-08 23:31:59 +00:00,11.00,5.00,5.00,4.00,5.00,355.30,103.60,24.80,24.70,38.60,23.10,0.92,4.41
how long does a car detail take,https://www.uniqueautoinc.ca/how-long-does-it-take-to-detail-a-car/,informational,"ai_overview,people_also_ask,related_searches",140,0,,35,0,0.01,LOW,1250000000,2025-11-27 09:58:16 +00:00,,,,,,396.90,6.60,0.40,0.40,0.70,0.50,,
tinted windows shops,https://www.uniqueautoinc.ca/,"navigational,transactional,commercial","local_pack,people_also_ask,popular_products,related_searches",90,0,4.60,35,0,0.22,LOW,18000000,2025-10-20 05:10:34 +00:00,54.00,29.00,34.00,33.00,44.00,334.20,46.80,6.80,6.60,579.40,573.10,0.93,2.29
