Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
window rain guard,https://mrtint.ca/windowvisors/,transactional,"popular_products,images,people_also_ask,related_searches",260,0,0.52,38,0,0.96,HIGH,65200000,2025-12-13 15:37:36 +00:00,,,,,,,,,,,,0.26,0.79
color window tint,https://mrtint.ca/,"commercial,transactional","video,people_also_ask,discussions_and_forums,images,related_searches",110,0,0.57,38,0,0.96,HIGH,49100000,2025-12-20 13:23:50 +00:00,409.00,363.00,107.00,94.00,397.00,297.10,69.50,38.00,36.60,93.40,72.30,0.46,1.41
manitoba window tint laws,https://mrtint.ca/window-tinting-laws/,"commercial,navigational","ai_overview,people_also_ask,related_searches,images",110,0,,38,0,0.02,LOW,28000,2025-11-30 02:45:42 +00:00,,,,,,384.00,16.20,0.60,0.60,0.90,0.90,,
best tint,https://mrtint.ca/,commercial,"featured_snippet,people_also_ask,popular_products,images,discussions_and_forums,related_searches",70,11,1.44,38,0,0.64,MEDIUM,184000000,2025-12-04 09:40:26 +00:00,409.00,363.00,107.00,94.00,397.00,403.40,120.00,38.20,37.60,134.00,99.40,0.72,2.92
tinted car windows illegal,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,informational","ai_overview,people_also_ask,video,people_also_search,related_searches,images",50,0,,38,0,0.01,LOW,1580000,2025-10-26 14:39:40 +00:00,,,,,,359.10,61.50,10.80,10.50,14.20,11.20,,
residential windows tinting,https://mrtint.ca/residential-tinting/,"commercial,navigational","local_pack,people_also_ask,video,related_searches",480,9,3.46,39,1,1.00,HIGH,2540000,2025-11-09 01:16:33 +00:00,,,,,,429.40,107.40,50.10,49.90,76.80,45.40,1.05,5.83
law for window tint,https://mrtint.ca/ontariowindowtintinglaw/,"transactional,commercial","ai_overview,people_also_ask,video,related_searches,images",320,0,0.88,39,0,0.04,LOW,5400000,2025-11-23 17:09:37 +00:00,,,,,,246.80,58.00,10.50,10.20,13.90,11.10,,
glass tint,https://mrtint.ca/,"commercial,transactional","popular_products,local_pack,people_also_ask,video,images,related_searches",210,0,1.04,39,0,0.92,HIGH,73400000,2025-12-17 04:25:13 +00:00,409.00,363.00,107.00,94.00,397.00,366.40,49.90,28.40,28.00,45.20,36.70,0.91,3.77
insta tints scarborough,https://mrtint.ca/,"commercial,navigational","people_also_ask,related_searches,google_reviews,knowledge_graph,images",210,0,4.39,39,0,0.28,LOW,5050,2025-11-29 16:28:04 +00:00,409.00,363.00,107.00,94.00,397.00,584.10,15.50,0.10,0.10,0.10,0.10,0.87,3.30
cheap car tinting near me,https://mrtint.ca/,transactional,"local_pack,people_also_ask,related_searches",170,0,2.40,39,0,0.88,HIGH,10800000,2025-12-13 20:13:12 +00:00,409.00,363.00,107.00,94.00,397.00,206.60,40.80,4.20,4.10,5.90,3.00,0.90,2.70
window tint cheap near me,https://mrtint.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches",170,0,2.40,39,0,0.88,HIGH,64000000,2025-12-13 18:01:12 +00:00,409.00,363.00,107.00,94.00,397.00,154.60,72.40,25.70,25.10,34.80,20.70,0.90,2.70
best automotive window tint,https://mrtint.ca/,transactional,"ai_overview,people_also_ask,discussions_and_forums,people_also_search,local_pack,video,related_searches",140,10,1.47,39,0,0.94,HIGH,13000000,2025-11-27 19:55:53 +00:00,409.00,363.00,107.00,94.00,397.00,315.80,123.40,33.80,33.20,84.20,61.50,0.64,2.85
window vent visors,https://mrtint.ca/windowvisors/,transactional,"people_also_search,popular_products,people_also_ask,video,related_searches",50,0,0.85,39,0,1.00,HIGH,3350000,2025-10-24 18:11:00 +00:00,,,,,,421.30,20.00,10.30,10.20,16.50,4.80,0.23,0.83
window visors rain guards,https://mrtint.ca/windowvisors/,transactional,"popular_products,people_also_ask,video,discussions_and_forums,related_searches,images",50,0,0.45,39,0,0.99,HIGH,1250000,2025-11-03 01:00:00 +00:00,,,,,,451.30,11.80,1.20,1.20,1.60,1.10,0.16,0.80
automotive tinting near me,https://mrtint.ca/,"navigational,transactional","local_pack,people_also_ask,people_also_search,related_searches,images",12100,0,2.68,40,25,0.45,MEDIUM,8030000,2025-11-17 06:57:25 +00:00,409.00,363.00,107.00,94.00,397.00,227.30,66.90,15.20,14.30,45.10,38.30,0.93,3.01
window films tint,https://mrtint.ca/,commercial,"popular_products,people_also_ask,video,related_searches,images",720,6,1.10,40,1,0.91,HIGH,4750000,2025-11-08 20:27:22 +00:00,409.00,363.00,107.00,94.00,397.00,296.60,104.20,53.20,52.50,103.60,62.90,0.45,1.75
ontario tint legal limit,https://mrtint.ca/ontariowindowtintinglaw/,"informational,commercial","ai_overview,people_also_ask,video,carousel,related_searches,images",480,0,,40,1,0.00,LOW,261000,2025-11-20 07:00:09 +00:00,,,,,,459.40,31.50,2.10,2.10,2.80,2.00,,
car tint vaughan,https://mrtint.ca/,commercial,"local_pack,people_also_ask,related_searches",320,3,2.65,40,0,0.58,MEDIUM,231000,2025-11-23 23:58:42 +00:00,409.00,363.00,107.00,94.00,397.00,175.40,101.30,44.40,42.70,86.40,62.10,0.89,2.88
windows tint studio13,https://mrtint.ca/,transactional,"people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",260,0,2.43,40,0,0.03,LOW,1450,2025-11-24 01:34:38 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,,
tinting services near me,https://mrtint.ca/pricing/,navigational,"local_pack,people_also_ask,people_also_search,related_searches",210,24,1.73,40,0,0.70,HIGH,9500000,2025-11-24 18:37:26 +00:00,3.00,1.00,3.00,3.00,3.00,247.10,123.30,26.30,25.60,46.80,32.10,0.94,2.76
car window film,https://mrtint.ca/,"commercial,transactional","popular_products,people_also_ask,discussions_and_forums,related_searches,images",170,3,1.07,40,0,0.98,HIGH,1110000000,2025-11-26 11:14:42 +00:00,409.00,363.00,107.00,94.00,397.00,359.80,87.20,37.70,37.10,67.00,40.50,0.59,1.99
darkside tint,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,video,popular_products,related_searches,images",170,6,,40,0,0.03,LOW,986000,2025-11-26 09:08:28 +00:00,409.00,363.00,107.00,94.00,397.00,525.90,84.90,24.80,24.00,32.50,23.60,,
mobile window tinting,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",170,0,1.75,40,0,0.80,HIGH,5150000,2025-11-26 02:54:08 +00:00,409.00,363.00,107.00,94.00,397.00,249.90,58.40,5.70,5.40,1068.70,680.10,0.76,2.62
spray on window tint,https://mrtint.ca/,"transactional,commercial","ai_overview,video,people_also_ask,popular_products,images,carousel,related_searches",170,0,0.45,40,0,0.99,HIGH,19400000,2025-12-17 21:19:52 +00:00,409.00,363.00,107.00,94.00,397.00,599.90,3.20,0.20,0.20,0.20,0.20,0.24,0.86
reflection window tinting,https://mrtint.ca/,"commercial,navigational","local_pack,video,people_also_ask,related_searches,images",90,0,1.10,40,0,1.00,HIGH,950000,2025-11-01 23:04:06 +00:00,409.00,363.00,107.00,94.00,397.00,566.70,0.80,0.10,0.10,0.10,0.10,0.52,1.74
window tint legal ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,images,related_searches",90,0,,40,0,0.02,LOW,496000,2025-11-30 13:40:11 +00:00,,,,,,339.90,13.80,0.70,0.70,1.00,0.40,,
car window tint mobile,https://mrtint.ca/,transactional,"local_pack,popular_products,people_also_ask,people_also_search,related_searches,images",70,0,2.21,40,0,0.78,HIGH,14800000,2025-12-03 09:32:35 +00:00,409.00,363.00,107.00,94.00,397.00,166.20,41.00,3.90,3.80,6.90,3.70,0.90,2.70
front windshield tint ontario,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,people_also_ask,video,related_searches,images",70,0,0.42,40,0,0.14,LOW,1090000,2025-12-01 05:19:28 +00:00,3.00,1.00,3.00,3.00,3.00,303.50,31.50,2.10,2.10,2.80,2.00,,
window rain deflectors,https://mrtint.ca/windowvisors/,transactional,"popular_products,people_also_ask,related_searches",50,0,0.59,40,0,0.99,HIGH,6630000,2025-10-24 18:11:44 +00:00,,,,,,429.50,20.00,10.30,10.20,16.50,4.80,0.29,0.83
tinting home windows cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,popular_products,discussions_and_forums,related_searches",40,0,4.01,40,0,0.92,HIGH,2450000,2025-10-26 14:46:47 +00:00,3.00,1.00,3.00,3.00,3.00,416.40,69.10,14.90,14.90,32.80,26.90,1.06,3.26
window tinting house cost,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,people_also_ask,discussions_and_forums,related_searches",40,6,4.01,40,0,0.92,HIGH,2730000,2025-10-24 18:11:07 +00:00,3.00,1.00,3.00,3.00,3.00,454.50,91.20,16.70,16.60,38.80,32.20,1.06,3.26
vehicle tints near me,https://mrtint.ca/,"transactional,navigational","local_pack,people_also_ask,related_searches,images",12100,0,2.68,41,25,0.45,MEDIUM,3120000,2025-10-29 12:41:50 +00:00,409.00,363.00,107.00,94.00,397.00,233.20,43.90,14.20,13.80,23.50,9.40,0.93,3.01
car tinting near me,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",5400,0,2.35,41,11,0.63,MEDIUM,9380000,2025-11-08 23:25:56 +00:00,409.00,363.00,107.00,94.00,397.00,184.40,24.80,12.90,12.60,20.30,11.60,0.78,2.84
window tint for home,https://mrtint.ca/residential-tinting/,transactional,"people_also_ask,popular_products,video,related_searches,images",1900,12,2.05,41,3,1.00,HIGH,59900000,2025-11-07 05:36:51 +00:00,,,,,,470.20,120.00,55.90,55.50,72.40,37.60,0.62,3.95
tinting windows law,https://mrtint.ca/ontariowindowtintinglaw/,"navigational,informational,commercial","ai_overview,people_also_ask,video,related_searches",320,0,0.88,41,0,0.04,LOW,1260000,2025-11-22 23:05:34 +00:00,,,,,,332.00,64.60,10.90,10.60,14.30,11.30,,
cheap window tints near me,https://mrtint.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches",170,0,2.40,41,0,0.88,HIGH,7980000,2025-12-13 20:13:12 +00:00,409.00,363.00,107.00,94.00,397.00,313.10,54.40,20.30,19.20,46.90,39.50,0.90,2.70
tint film car,https://mrtint.ca/,commercial,"popular_products,video,related_searches",110,1,0.71,41,0,0.73,HIGH,19600000,2025-10-18 13:05:04 +00:00,409.00,363.00,107.00,94.00,397.00,315.70,81.90,29.60,29.00,59.10,37.80,0.29,1.50
window tint chrome,https://mrtint.ca/,"commercial,transactional","popular_products,video,images,related_searches",110,0,0.88,41,0,0.75,HIGH,10400000,2025-11-28 02:01:16 +00:00,409.00,363.00,107.00,94.00,397.00,350.50,50.60,19.30,18.80,47.20,38.30,0.37,2.71
legal front window tint ontario,https://mrtint.ca/ontariowindowtintinglaw/,"transactional,commercial","ai_overview,video,people_also_ask,carousel,local_pack,related_searches,images",70,0,0.82,41,0,0.07,LOW,389000,2025-11-10 07:48:16 +00:00,,,,,,310.00,26.00,1.20,1.20,1.50,0.90,,
tinted windows ticket,https://mrtint.ca/ontariowindowtintinglaw/,commercial,"ai_overview,video,people_also_ask,related_searches,images",70,0,,41,0,0.00,LOW,2860000,2025-11-16 09:35:13 +00:00,,,,,,450.50,12.50,0.70,0.70,1.40,1.20,,
window tint ontario law,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,related_searches,images",70,0,,41,0,0.00,LOW,467000,2025-12-01 14:30:25 +00:00,,,,,,434.80,31.50,2.10,2.10,2.80,2.00,,
ontario window tint laws,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,images,related_searches",1300,0,1.33,42,2,0.02,LOW,308000,2025-11-18 03:54:38 +00:00,,,,,,258.60,42.20,2.50,2.50,3.20,2.40,0.80,2.13
tinted windows ontario law,https://mrtint.ca/ontariowindowtintinglaw/,commercial,"ai_overview,people_also_ask,video,images,related_searches",1300,0,1.33,42,2,0.02,LOW,620000,2025-11-02 09:46:47 +00:00,,,,,,273.80,40.60,2.50,2.50,3.20,2.40,0.80,2.13
tinting laws ontario,https://mrtint.ca/ontariowindowtintinglaw/,"navigational,informational","featured_snippet,people_also_ask,video,images,related_searches",1300,0,,42,2,0.01,LOW,115000,2025-11-02 09:44:24 +00:00,,,,,,312.60,60.90,4.70,4.60,11.00,6.80,,
auto tint brampton,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",720,2,3.06,42,1,0.74,HIGH,254000,2025-11-08 23:10:28 +00:00,409.00,363.00,107.00,94.00,397.00,299.30,90.00,20.00,18.90,47.80,40.10,0.78,3.03
legal tint limit ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,informational","ai_overview,people_also_ask,images,carousel,related_searches",480,0,,42,1,0.00,LOW,265000,2025-11-19 07:06:04 +00:00,,,,,,452.90,15.30,0.80,0.80,1.10,0.50,,
ntd window tint,https://mrtint.ca/,transactional,"related_searches,third_party_reviews,google_reviews,knowledge_graph,images",390,0,3.33,42,0,0.06,LOW,24400,2025-12-12 21:09:42 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,0.46,1.54
window tint markham,https://mrtint.ca/pricing/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",390,0,2.71,42,0,0.41,MEDIUM,205000,2025-11-22 11:22:58 +00:00,3.00,1.00,3.00,3.00,3.00,296.80,13.10,9.10,8.70,18.00,6.30,0.75,2.43
tint master,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",260,0,4.31,42,0,0.18,LOW,46500000,2025-12-16 18:00:43 +00:00,409.00,363.00,107.00,94.00,397.00,304.30,52.00,12.90,12.70,15.60,8.70,1.02,3.97
total tinting,https://mrtint.ca/,"navigational,commercial","local_pack,related_searches",260,0,0.79,42,0,0.07,LOW,67000000,2025-12-16 17:59:34 +00:00,409.00,363.00,107.00,94.00,397.00,282.80,2.00,5.00,4.90,5.60,3.20,0.58,2.30
window film toronto,https://mrtint.ca/,"commercial,transactional","local_pack,people_also_ask,popular_products,related_searches",170,6,5.64,42,0,0.13,LOW,167000000,2025-11-26 16:34:38 +00:00,409.00,363.00,107.00,94.00,397.00,209.50,89.90,22.50,21.20,48.20,20.10,1.08,8.00
window tinting home near me,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches,images",170,0,2.41,42,0,0.07,LOW,6910000,2025-11-09 08:49:35 +00:00,409.00,363.00,107.00,94.00,397.00,338.30,54.80,13.00,12.60,1088.00,695.50,1.02,3.95
front windows,https://mrtint.ca/pricing/,commercial,"images,people_also_ask,video,related_searches",110,9,4.24,42,0,0.66,MEDIUM,1010000000,2025-11-09 10:21:52 +00:00,3.00,1.00,3.00,3.00,3.00,377.70,115.50,47.00,45.30,382.20,168.20,1.71,7.13
rain visor,https://mrtint.ca/windowvisors/,transactional,"ai_overview,popular_products,people_also_ask,images,related_searches",110,0,0.20,42,0,0.72,HIGH,18500000,2025-11-28 08:12:58 +00:00,,,,,,,,,,,,0.16,0.61
tint percentage ontario,https://mrtint.ca/ontariowindowtintinglaw/,informational,"ai_overview,people_also_ask,video,images,carousel,related_searches",110,0,0.11,42,0,0.15,LOW,374000,2025-11-28 04:41:00 +00:00,,,,,,392.10,9.90,0.60,0.60,2.00,0.80,,
car window rain shield,https://mrtint.ca/windowvisors/,transactional,"popular_products,images,video,related_searches",90,0,0.40,42,0,0.96,HIGH,16000000,2025-12-01 09:34:02 +00:00,,,,,,520.90,11.70,1.20,1.20,1.60,1.10,0.28,1.85
tint rules ontario,https://mrtint.ca/ontariowindowtintinglaw/,"informational,navigational,commercial","ai_overview,video,people_also_ask,related_searches,images",70,0,,42,0,0.00,LOW,728000,2025-12-01 18:28:48 +00:00,,,,,,401.60,51.90,4.40,4.30,10.50,6.30,,
tinted window ticket,https://mrtint.ca/ontariowindowtintinglaw/,commercial,"ai_overview,people_also_ask,popular_products,related_searches,images",70,0,,42,0,0.00,LOW,1860000,2025-11-13 01:26:54 +00:00,,,,,,522.30,9.60,0.50,0.50,1.20,1.00,,
tinted paint protection film,https://mrtint.ca/paint-protection-film/,"commercial,transactional","video,popular_products,people_also_ask,related_searches,images",40,0,1.86,42,0,0.92,HIGH,8740000,2025-10-26 14:21:41 +00:00,,,,,,243.90,65.40,21.70,21.50,58.80,42.80,0.89,3.74
window tint home,https://mrtint.ca/residential-tinting/,"commercial,navigational","popular_products,local_pack,people_also_ask,discussions_and_forums,video,related_searches,images",1900,8,2.05,43,3,1.00,HIGH,54400000,2025-10-08 08:24:00 +00:00,,,,,,492.80,98.40,48.90,48.70,75.50,44.30,0.62,3.95
legal window tint ontario,https://mrtint.ca/ontariowindowtintinglaw/,"navigational,commercial","ai_overview,people_also_ask,video,carousel,related_searches,images",1600,0,1.95,43,3,0.02,LOW,503000,2025-12-10 04:20:49 +00:00,,,,,,363.60,31.50,2.10,2.10,2.80,2.00,0.64,2.64
ontario tint laws,https://mrtint.ca/ontariowindowtintinglaw/,informational,"ai_overview,people_also_ask,video,images,related_searches",1300,0,,43,2,0.01,LOW,485000,2025-12-10 07:56:56 +00:00,,,,,,398.00,62.60,4.80,4.70,10.90,6.70,,
tint shop,https://mrtint.ca/,navigational,"local_pack,people_also_ask,related_searches,images",1300,7,3.34,43,2,0.52,MEDIUM,157000000,2025-12-10 06:53:37 +00:00,409.00,363.00,107.00,94.00,397.00,264.30,115.90,45.60,43.60,655.20,627.00,1.05,3.97
window tint laws ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,images,related_searches",1300,0,1.33,43,2,0.02,LOW,314000,2025-11-02 09:42:17 +00:00,,,,,,326.30,63.80,4.90,4.80,11.20,7.00,0.80,2.13
windshield tint laws ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,carousel,related_searches,images",1300,0,1.33,43,2,0.02,LOW,153000,2025-11-02 09:43:46 +00:00,,,,,,287.30,40.60,2.50,2.50,3.20,2.40,0.80,2.13
auto tint markham,https://mrtint.ca/pricing/,"commercial,navigational","local_pack,people_also_ask,related_searches",390,0,2.71,43,0,0.41,MEDIUM,153000,2025-11-09 02:32:16 +00:00,3.00,1.00,3.00,3.00,3.00,337.40,59.10,21.70,20.90,38.20,17.00,0.75,2.43
tint queensway,https://mrtint.ca/,commercial,"people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",320,0,3.23,43,0,0.07,LOW,37700,2025-11-29 09:21:11 +00:00,409.00,363.00,107.00,94.00,397.00,652.80,7.50,4.80,4.60,5.30,3.40,0.77,1.78
window tint canada,https://mrtint.ca/,"transactional,navigational","ai_overview,people_also_ask,video,local_pack,related_searches,people_also_search,images",260,0,1.96,43,0,0.94,HIGH,17100000,2025-11-29 11:51:19 +00:00,409.00,363.00,107.00,94.00,397.00,285.30,52.80,8.80,8.30,12.40,8.70,0.68,3.07
window tinting in peterborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.48,43,0,0.56,MEDIUM,396000,2025-11-01 18:44:30 +00:00,409.00,363.00,107.00,94.00,397.00,441.50,28.50,1.30,1.30,1.70,1.30,0.84,2.21
car tint mobile,https://mrtint.ca/,"transactional,navigational,commercial","local_pack,popular_products,people_also_ask,people_also_search,related_searches,images",170,0,1.75,43,0,0.80,HIGH,45100000,2025-11-26 11:25:52 +00:00,409.00,363.00,107.00,94.00,397.00,62.50,53.40,12.60,12.30,19.60,10.00,0.76,2.62
mobile tint,https://mrtint.ca/,"transactional,navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches,images",170,0,2.71,43,0,0.65,MEDIUM,68500000,2025-12-18 03:38:34 +00:00,409.00,363.00,107.00,94.00,397.00,312.20,11.40,6.50,6.40,10.40,3.80,0.81,3.18
protex toronto,https://mrtint.ca/,"commercial,navigational","people_also_ask,related_searches,knowledge_graph,google_reviews,images",170,0,3.97,43,0,0.38,MEDIUM,47400,2025-12-18 00:41:01 +00:00,409.00,363.00,107.00,94.00,397.00,546.70,51.30,5.90,5.70,31.60,28.80,1.17,4.26
car window tinting london ontario,https://mrtint.ca/,"commercial,navigational","local_pack,discussions_and_forums,people_also_ask,people_also_search,related_searches",90,0,2.51,43,0,0.67,HIGH,87900,2025-11-09 13:16:33 +00:00,409.00,363.00,107.00,94.00,397.00,169.40,70.40,27.60,26.60,39.50,24.20,1.04,3.44
executive tints,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,popular_products,related_searches,images",90,0,0.91,43,0,0.17,LOW,620000,2025-11-10 14:20:07 +00:00,409.00,363.00,107.00,94.00,397.00,470.70,31.50,12.80,12.50,31.00,14.20,0.78,2.88
window tint removal near me,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",90,0,1.82,43,0,0.73,HIGH,16200000,2025-11-14 11:35:04 +00:00,409.00,363.00,107.00,94.00,397.00,356.90,24.50,2.40,2.30,5.10,3.90,0.86,2.85
tint whitby,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches,images",50,0,2.46,43,0,0.91,HIGH,272000,2025-10-02 01:06:22 +00:00,409.00,363.00,107.00,94.00,397.00,205.10,25.50,13.50,13.30,21.10,11.30,0.94,2.07
tint ticket ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,related_searches,images",40,0,,43,0,0.01,LOW,318000,2025-10-26 14:34:29 +00:00,,,,,,446.80,27.00,1.90,1.90,2.60,1.80,,
car tinting markham,https://mrtint.ca/pricing/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",390,0,2.71,44,0,0.41,MEDIUM,134000,2025-11-11 16:38:32 +00:00,3.00,1.00,3.00,3.00,3.00,204.20,61.00,18.40,17.70,31.00,13.70,0.75,2.43
ntd tint,https://mrtint.ca/,"transactional,navigational,commercial","related_searches,google_reviews,knowledge_graph,images",390,0,3.33,44,0,0.06,LOW,72300,2025-12-12 21:09:08 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,0.46,1.54
house tinting windows,https://mrtint.ca/residential-tinting/,"commercial,navigational","featured_snippet,local_pack,people_also_ask,popular_products,video,related_searches,images",320,0,2.10,44,0,0.99,HIGH,3200000,2025-11-23 18:47:01 +00:00,,,,,,416.60,54.60,27.20,26.90,51.60,38.40,0.52,4.04
window tinting glass,https://mrtint.ca/,transactional,"local_pack,popular_products,video,people_also_ask,related_searches",140,1,2.09,44,0,0.90,HIGH,12600000,2025-10-16 20:14:39 +00:00,409.00,363.00,107.00,94.00,397.00,355.40,80.90,18.30,17.50,1088.60,693.40,0.63,3.50
window tint for cheap,https://mrtint.ca/,transactional,"local_pack,people_also_ask,popular_products,video,related_searches,images",110,0,3.03,44,0,0.90,HIGH,64900000,2025-11-28 01:50:28 +00:00,409.00,363.00,107.00,94.00,397.00,422.20,22.90,16.40,16.10,21.50,7.70,0.82,3.09
auto glass tinting near me,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",70,0,2.22,44,0,0.73,HIGH,16100000,2025-10-24 04:37:07 +00:00,409.00,363.00,107.00,94.00,397.00,267.30,67.80,27.90,27.40,53.90,30.20,1.14,3.29
car rain visor,https://mrtint.ca/windowvisors/,transactional,"popular_products,people_also_ask,images,video,related_searches",70,0,0.30,44,0,0.93,HIGH,11200000,2025-12-03 09:25:37 +00:00,,,,,,,,,,,,0.15,0.62
legal window tint percentage ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,related_searches,images",70,0,,44,0,0.01,LOW,81400,2025-12-01 01:44:45 +00:00,,,,,,444.90,31.50,2.10,2.10,2.80,2.00,,
mobile car tint,https://mrtint.ca/,"transactional,navigational","ai_overview,people_also_ask,video,popular_products,local_pack,people_also_search,related_searches,images",70,0,2.21,44,0,0.78,HIGH,30200000,2025-11-17 18:47:45 +00:00,409.00,363.00,107.00,94.00,397.00,152.10,16.80,1.00,1.00,2.40,1.60,0.90,2.70
rain car window cover,https://mrtint.ca/windowvisors/,transactional,"popular_products,people_also_ask,images,video,related_searches",50,0,0.35,44,0,1.00,HIGH,141000000,2025-10-29 02:13:12 +00:00,,,,,,553.70,14.80,1.70,1.60,2.10,1.40,0.28,0.91
auto window tinting near me,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",2900,0,2.41,45,6,0.49,MEDIUM,6880000,2025-12-09 23:30:49 +00:00,409.00,363.00,107.00,94.00,397.00,206.30,32.50,3.90,3.80,8.10,4.50,0.84,2.78
car tinted glass near me,https://mrtint.ca/,transactional,"local_pack,people_also_ask,related_searches",2900,0,2.41,45,6,0.49,MEDIUM,44300000,2025-12-09 23:56:12 +00:00,409.00,363.00,107.00,94.00,397.00,199.80,73.60,17.20,16.90,24.00,14.80,0.84,2.78
rain guards,https://mrtint.ca/windowvisors/,transactional,"popular_products,people_also_ask,images,related_searches",720,0,0.60,45,1,0.71,HIGH,48500000,2025-11-19 23:46:31 +00:00,,,,,,424.40,10.60,1.20,1.20,1.60,1.10,0.24,0.73
glass tint near me,https://mrtint.ca/pricing/,"transactional,navigational","local_pack,people_also_ask,popular_products,people_also_search,related_searches,images",390,0,4.80,45,0,0.68,HIGH,67400000,2025-11-09 02:17:20 +00:00,3.00,1.00,3.00,3.00,3.00,255.40,9.00,4.50,4.40,5.30,3.60,0.97,4.48
tinted windows house,https://mrtint.ca/residential-tinting/,commercial,"ai_overview,people_also_ask,local_pack,popular_products,video,carousel,related_searches,images",320,6,2.10,45,0,0.99,HIGH,14900000,2025-12-13 03:09:02 +00:00,,,,,,460.30,89.90,47.60,47.20,80.70,52.70,0.52,4.04
vehicle window tinting,https://mrtint.ca/,"navigational,commercial","ai_overview,people_also_ask,video,popular_products,related_searches,images",320,0,1.99,45,0,0.07,LOW,5680000,2025-11-29 12:15:29 +00:00,409.00,363.00,107.00,94.00,397.00,306.80,13.70,0.40,0.20,0.70,0.70,0.67,2.62
window tint vaughan,https://mrtint.ca/,commercial,"local_pack,people_also_ask,related_searches,images",320,10,2.65,45,0,0.58,MEDIUM,309000,2025-12-13 01:35:50 +00:00,409.00,363.00,107.00,94.00,397.00,362.30,120.20,44.10,42.40,86.60,63.20,0.89,2.88
car glass tinting,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,video,related_searches,images",210,0,3.29,45,0,0.96,HIGH,6930000,2025-11-04 16:49:19 +00:00,409.00,363.00,107.00,94.00,397.00,362.50,75.40,39.40,37.10,94.40,71.50,0.87,2.93
truck window visors,https://mrtint.ca/windowvisors/,"transactional,commercial","popular_products,related_searches,images",210,0,1.02,45,0,0.90,HIGH,4210000,2025-11-26 18:59:11 +00:00,,,,,,353.90,20.00,10.30,10.20,16.50,4.80,0.23,0.94
best window tint near me,https://mrtint.ca/,transactional,"local_pack,people_also_ask,people_also_search,related_searches",170,0,1.93,45,0,0.78,HIGH,33700000,2025-11-06 11:54:04 +00:00,409.00,363.00,107.00,94.00,397.00,272.90,39.80,13.80,13.40,23.10,11.10,0.81,2.58
front windshield tint laws,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,transactional","ai_overview,people_also_ask,video,people_also_search,related_searches,images",170,0,0.36,45,0,0.35,MEDIUM,1020000,2025-11-09 06:15:16 +00:00,,,,,,413.60,45.60,10.20,9.90,13.60,10.70,,
